gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
963876956																										OBS209137605																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS209137605	OBS209137605		obsr148917		2											PRESENT																								2013	08	26																Canada		Saskatchewan	Swift Current		Great Sand Hills													50.958427	-109.59961	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
963768937																										OBS208984704																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS208984704	OBS208984704		obsr137053		1											PRESENT																								2013	08	20																Canada		British Columbia	Okanagan-Similkameen		Sagebrush Slopes (NCC)													49.002884	-119.542465	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
963626811																										OBS208991852																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS208991852	OBS208991852		obsr344853		1											PRESENT																								2013	08	20																Canada		British Columbia	Okanagan-Similkameen		Sagebrush Slopes (NCC)													49.002884	-119.542465	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
962172377																										OBS207299034																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS207299034	OBS207299034		obsr163044		2											PRESENT																								2013	07	03																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road toward border crossing													49.01862	-119.68077	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
962000573																										OBS207222929																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS207222929	OBS207222929		obsr95766		3											PRESENT																								2013	08	09																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
962000501																										OBS207222927																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS207222927	OBS207222927		obsr16582		3											PRESENT																								2013	08	09																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
960652688																										OBS205788058																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205788058	OBS205788058		obsr110280		1											PRESENT																								1999	05	09																Canada		British Columbia	Metro Vancouver		Iona Island Inner Ponds													49.218887	-123.20556	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
960638385																										OBS205783221																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205783221	OBS205783221		obsr110280		1											PRESENT																								1999	05	08																Canada		British Columbia	Metro Vancouver		Iona Island beach													49.219448	-123.21416	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
960626788																										OBS205735796																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205735796	OBS205735796		obsr193950		1											PRESENT																								1999	05	09																Canada		British Columbia	Metro Vancouver		Iona Island (General)													49.22133	-123.2111	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
960095637																										OBS205381960																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS205381960	OBS205381960		obsr339616		1											PRESENT																								2013	07	20																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
959578930																										OBS204540457																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204540457	OBS204540457		obsr23008		2											PRESENT																								2013	07	13																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
959550314																										OBS204571998																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS204571998	OBS204571998		obsr131954		1											PRESENT																								2013	07	13																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
958927303																										OBS203534474																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS203534474	OBS203534474		obsr238788		1											PRESENT																								2013	06	28																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
958645838																										OBS203142233																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS203142233	OBS203142233		obsr295629		1											PRESENT																								2013	07	01																Canada		British Columbia	Okanagan-Similkameen		Okanagan--White Lake													49.306435	-119.6351	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
958615041																										OBS203142254																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS203142254	OBS203142254		obsr224984		1											PRESENT																								2013	07	01																Canada		British Columbia	Okanagan-Similkameen		Okanagan--White Lake													49.306435	-119.6351	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957921747																										OBS202460520																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS202460520	OBS202460520		obsr197331		1											PRESENT																								2013	06	24																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957851512																										OBS202474973																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS202474973	OBS202474973		obsr167468		1											PRESENT																								2013	06	24																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957777160																										OBS203508742																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS203508742	OBS203508742		obsr364848		1											PRESENT																								2013	06	23																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957724031																										OBS202430663																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS202430663	OBS202430663		obsr155332		2											PRESENT																								2013	06	24																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957268487																										OBS201898792																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201898792	OBS201898792		obsr56743		1											PRESENT																								2013	06	17																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957201432																										OBS201705235																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS201705235	OBS201705235		obsr131954		2											PRESENT																								2013	06	16																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957196220																										OBS201742709																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201742709	OBS201742709		obsr261930		1											PRESENT																								2006	02	27																Canada		Ontario	Niagara		St. Catharines--Port Weller east pier													43.23748	-79.2131	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957186952																										OBS201736759																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201736759	OBS201736759		obsr190695		1											PRESENT																								2013	06	16																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957169104																										OBS201737293																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201737293	OBS201737293		obsr266479		1											PRESENT																								2013	06	16																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957167377																										OBS201737274																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201737274	OBS201737274		obsr113983		1											PRESENT																								2013	06	16																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957162376																										OBS201742427																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201742427	OBS201742427		obsr261930		1											PRESENT																								1997	03	16																Canada		Ontario	Chatham-Kent		Wallaceburg													42.597294	-82.37581	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957086651																										OBS201625686																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201625686	OBS201625686		obsr95766		1											PRESENT																								2013	06	16																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
957022021																										OBS201440043																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201440043	OBS201440043		obsr211351		1											PRESENT																								2013	06	13																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
956838945																										OBS201226915																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS201226915	OBS201226915		obsr16582		1											PRESENT																								2013	06	12																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
956395718																										OBS200898715																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS200898715	OBS200898715		obsr95766		1											PRESENT																								2013	06	09																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
956364840																										OBS200881001																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS200881001	OBS200881001		obsr277578		1											PRESENT																								2013	06	09																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
955034360																										OBS199195894																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS199195894	OBS199195894		obsr30089		1											PRESENT																								2013	05	25																Canada		British Columbia	Okanagan-Similkameen		Osoyoos - Nighthawk Road													49.004547	-119.7242	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
954991761																										OBS199226886																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS199226886	OBS199226886		obsr30089		2											PRESENT																								2013	05	27																Canada		British Columbia	Okanagan-Similkameen		White Lake-Fairview Road													49.27294	-119.60724	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
950482137																										OBS194298556																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS194298556	OBS194298556		obsr171139		1											PRESENT																								1991	06	24																Canada		Alberta	Medicine Hat		Medicine Hat area - 28 km S of town													49.723507	-110.67748	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
