gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
833601951																										OBS170245696																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170245696	OBS170245696		obsr337065		1											PRESENT																								2006	02	26																Canada		Ontario	Niagara		Port Weller, Niagara													43.22091	-79.21401	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833601565																										OBS170247411																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170247411	OBS170247411		obsr337065		1											PRESENT																								2005	06	01																Canada		Ontario	Bruce		Cabot Head Provincial Nature Reserve													45.233845	-81.30319	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833599927																										OBS164941892																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS164941892	OBS164941892		obsr131954		1											PRESENT																								2005	06	11																Canada		British Columbia	Okanagan-Similkameen		Kaleden - White Lake Road													49.36648	-119.6265	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833599790																										OBS170247415																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170247415	OBS170247415		obsr337065		1											PRESENT																								2005	06	06																Canada		Ontario	Bruce		Cabot Head Provincial Nature Reserve													45.233845	-81.30319	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833592971																										OBS170247414																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170247414	OBS170247414		obsr337065		1											PRESENT																								2005	06	04																Canada		Ontario	Bruce		Cabot Head Provincial Nature Reserve													45.233845	-81.30319	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833592642																										OBS45354995																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS45354995	OBS45354995		obsr95766		4											PRESENT																								2006	05	30																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833523466																										OBS164942367																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS164942367	OBS164942367		obsr131954		1											PRESENT																								2005	06	20																Canada		British Columbia	Okanagan-Similkameen		Oliver--McKinney Road													49.18293	-119.47246	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833517673																										OBS142803093																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS142803093	OBS142803093		obsr297705		1											PRESENT																								2006	06	21																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833504019																										OBS170240450																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170240450	OBS170240450		obsr337065		1											PRESENT																								2004	05	21																Canada		Ontario	Thunder Bay		Thunder Cape Bird Observatory													48.30375	-88.936386	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833427696																										OBS164699499																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS164699499	OBS164699499		obsr131954		2											PRESENT																								2004	05	06																Canada		British Columbia	Okanagan-Similkameen		Kaleden - White Lake Road													49.36648	-119.6265	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833423782																										OBS164703374																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS164703374	OBS164703374		obsr131954		1											PRESENT																								2004	05	15																Canada		British Columbia	Okanagan-Similkameen		Kaleden - White Lake Road													49.36648	-119.6265	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833363001																										OBS170240324																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170240324	OBS170240324		obsr337065		1											PRESENT																								2002	05	15																Canada		Ontario	Thunder Bay		Thunder Cape Bird Observatory													48.30375	-88.936386	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833346154																										OBS170252499																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252499	OBS170252499		obsr337065		1											PRESENT																								1997	03	25																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833346043																										OBS170252491																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252491	OBS170252491		obsr337065		1											PRESENT																								1997	03	17																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833345571																										OBS170252494																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252494	OBS170252494		obsr337065		1											PRESENT																								1997	03	20																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833341624																										OBS170252503																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252503	OBS170252503		obsr337065		1											PRESENT																								1997	03	29																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833327414																										OBS170252497																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252497	OBS170252497		obsr337065		1											PRESENT																								1997	03	23																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833327039																										OBS170252512																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252512	OBS170252512		obsr337065		1											PRESENT																								1997	04	07																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833325017																										OBS170252505																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252505	OBS170252505		obsr337065		1											PRESENT																								1997	03	31																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833322294																										OBS170252493																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252493	OBS170252493		obsr337065		1											PRESENT																								1997	03	19																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833322287																										OBS165512142																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS165512142	OBS165512142		obsr131954		1											PRESENT																								1998	06	28																Canada		British Columbia	Okanagan-Similkameen		Kaleden - White Lake Road													49.36648	-119.6265	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833321792																										OBS170240663																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170240663	OBS170240663		obsr337065		1											PRESENT																								1998	05	17																Canada		Ontario	Essex		Pelee Island--Stone Road Alvar													41.752766	-82.63005	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833299288																										OBS170252495																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252495	OBS170252495		obsr337065		1											PRESENT																								1997	03	21																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833290886																										OBS170252502																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252502	OBS170252502		obsr337065		1											PRESENT																								1997	03	28																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833290199																										OBS170252504																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252504	OBS170252504		obsr337065		1											PRESENT																								1997	03	30																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833289285																										OBS170252510																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252510	OBS170252510		obsr337065		1											PRESENT																								1997	04	05																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833286428																										OBS170252496																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252496	OBS170252496		obsr337065		1											PRESENT																								1997	03	22																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833284711																										OBS162251558																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS162251558	OBS162251558		obsr280788		1											PRESENT																								1997	03	16																Canada		Ontario	Chatham-Kent		Wallaceburg													42.597656	-82.37672	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833284522																										OBS170252501																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252501	OBS170252501		obsr337065		1											PRESENT																								1997	03	27																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833284027																										OBS170252506																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252506	OBS170252506		obsr337065		1											PRESENT																								1997	04	01																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833271104																										OBS162783902																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS162783902	OBS162783902		obsr131954		1											PRESENT																								1993	07	04																Canada		British Columbia	Okanagan-Similkameen		Nighthawk Road-Chopaka Customs													49.00482	-119.67098	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833260271																										OBS170252509																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252509	OBS170252509		obsr337065		1											PRESENT																								1997	04	04																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833259709																										OBS170252498																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252498	OBS170252498		obsr337065		1											PRESENT																								1997	03	24																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833259308																										OBS170252513																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252513	OBS170252513		obsr337065		1											PRESENT																								1997	04	08																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833258342																										OBS170252508																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252508	OBS170252508		obsr337065		1											PRESENT																								1997	04	03																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833257751																										OBS138266181																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS138266181	OBS138266181		obsr228190		1											PRESENT																								1997	03	16																Canada		Ontario	Chatham-Kent		Chatham-Kent - Wallaceburg - Napier St													42.597298	-82.376625	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833257355																										OBS170252500																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252500	OBS170252500		obsr337065		1											PRESENT																								1997	03	26																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833256927																										OBS170252511																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252511	OBS170252511		obsr337065		1											PRESENT																								1997	04	06																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833256532																										OBS170252507																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252507	OBS170252507		obsr337065		1											PRESENT																								1997	04	02																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833256367																										OBS170252514																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252514	OBS170252514		obsr337065		1											PRESENT																								1997	04	09																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833253649																										OBS170252492																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252492	OBS170252492		obsr337065		1											PRESENT																								1997	03	18																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833253616																										OBS170252490																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170252490	OBS170252490		obsr337065		1											PRESENT																								1997	03	16																Canada		Ontario	Chatham-Kent		Wallaceburg, Chatham-Kent County													42.591457	-82.38847	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833204540																										OBS165644711																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS165644711	OBS165644711		obsr131954		1											PRESENT																								1992	06	20																Canada		British Columbia	Okanagan-Similkameen		Osoyoos Indian Reserve, Manuel's Flats													49.201668	-119.50833	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833200289																										OBS170240584																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170240584	OBS170240584		obsr337065		1											PRESENT																								1996	10	28																Canada		Ontario	Rainy River		Fort Frances, Rainy River													48.609703	-93.39586	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833186332																										OBS170241484																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170241484	OBS170241484		obsr337065		1											PRESENT																								1987	05	28																Canada		Ontario	Thunder Bay		Thunder Bay, Thunder Bay District													48.38028	-89.248795	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833180105																										OBS170297918																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297918	OBS170297918		obsr337065		1											PRESENT																								1981	05	11																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833179500																										OBS170297923																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297923	OBS170297923		obsr337065		1											PRESENT																								1981	05	16																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833179047																										OBS170297922																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297922	OBS170297922		obsr337065		1											PRESENT																								1981	05	15																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833178414																										OBS47572801																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS47572801	OBS47572801		obsr142037		2											PRESENT																								1974	04	25																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833176326																										OBS170297920																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297920	OBS170297920		obsr337065		1											PRESENT																								1981	05	13																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833175796																										OBS170297907																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297907	OBS170297907		obsr337065		1											PRESENT																								1981	04	30																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833175246																										OBS170297915																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297915	OBS170297915		obsr337065		1											PRESENT																								1981	05	08																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833173739																										OBS170297914																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297914	OBS170297914		obsr337065		1											PRESENT																								1981	05	07																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833173737																										OBS170297913																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297913	OBS170297913		obsr337065		1											PRESENT																								1981	05	06																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833173608																										OBS170297910																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297910	OBS170297910		obsr337065		1											PRESENT																								1981	05	03																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833163825																										OBS170241486																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170241486	OBS170241486		obsr337065		1											PRESENT																								1987	06	03																Canada		Ontario	Rainy River		Atikokan, Rainy River													48.756886	-91.625435	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833159324																										OBS170297911																																	CLO	EBIRD			HumanObservation				URN:catalog:CLO:EBIRD:OBS170297911	OBS170297911		obsr337065		1											PRESENT																								1981	05	04																Canada		Ontario	Chatham-Kent		Rondeau Provincial Park (general location for observations within the park)													42.273582	-81.86337	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
833158969																										OBS47572799																																	CLO	EBIRD_CAN			HumanObservation				URN:catalog:CLO:EBIRD_CAN:OBS47572799	OBS47572799		obsr142037		2											PRESENT																								1974	04	04																Canada		British Columbia	Okanagan-Similkameen		White Lake, Okanagan Falls													49.309902	-119.639915	WGS84																																																				avibase-F6DF700B	Oreoscoptes montanus								Animalia	Chordata	Aves	Passeriformes	Mimidae		Oreoscoptes				montanus						Sage Thrasher				
